config,pt_min,pt_max,pt_center,y_ee,e_ee,y_eeg,e_eeg,raw_eeg,pol2_eeg,eeg_over_ee,ee_over_eeg,fit_mean,fit_sigma,fit_chi2,fit_ndf
eid3,1.6,1.995,1.7975,889.3959030890837,8.096393870370864,194.0032591485815,2.6572653298608895,194.0032591485815,0.0,0.2181292475878987,4.584437947034287,0.1366232787355184,0.008791615097512383,1150.133686837766,86
eid3,2.0,2.495,2.2475,428.98188713938,3.026186046647966,116.0100050467754,1.183382244211633,116.0100050467754,0.0,0.2704310100838424,3.6978007799104384,0.13677494583473954,0.0098678789313248,1481.4263737235892,86
eid3,2.5,2.995,2.7475,147.8313981834799,0.9245985054746193,44.366163193533794,0.4068943321875674,44.366163193533794,0.0,0.3001132623968627,3.3320753372026046,0.13627704331546547,0.010212828713864999,1332.3354747003657,86
eid3,3.0,3.995,3.4975,74.08168040029705,0.34280108466300163,25.320493433733645,0.17138703620749657,25.320493433733645,0.0,0.34179156435053165,2.925759744539595,0.13672352863978068,0.011155768954261671,1234.0093610834886,86
eid3,4.0,4.995,4.4975000000000005,13.636464965064079,0.05933902753165844,5.23132136264212,0.0331475837304285,5.23132136264212,0.0,0.3836273826130523,2.6066960944981736,0.1372127793342748,0.012371682083589375,1461.1217857005824,86
eid3,5.0,6.995,5.9975000000000005,4.72987761173863,0.015977050407684563,2.101109521944636,0.010206888756173035,2.101109521944636,0.0,0.4442206954213982,2.2511332999723854,0.13711669208796812,0.013416291249264044,1569.9061687660167,86
eid3,7.0,9.995,8.497499999999999,0.7124377201307652,0.002126695784231581,0.351668382758362,0.00153253295564409,0.351668382758362,0.0,0.4936128068763886,2.0258793655052427,0.13773840591135894,0.015403384567922762,1855.1401533544163,86
chi2_4,0.6,0.795,0.6975,845.5670875933699,52.36531579169742,94.55879256941586,10.710373420775504,94.55879256941586,0.0,0.11182884712145848,8.942236513570506,0.13276700921019877,0.006004859058231264,286.4467305294755,64
chi2_4,0.8,1.195,0.9975,6704.953282692382,71.75602661733673,1258.8895060750551,19.68535655026841,1258.8895060750551,0.0,0.18775514951381533,5.326085609845915,0.1355776867518094,0.007565157700010343,1628.4685646865669,86
chi2_4,1.2,1.5950000000000002,1.3975,3723.854297220707,26.802860892177854,814.7725798024076,8.461134798542458,814.7725798024076,0.0,0.21879818993200456,4.570421722002215,0.13497259863344999,0.00924757269945768,1568.8077367054127,86
